fips year sex age race deaths popn county_level_E
39085 88 1 8 0 9 10519 111.035761795778
39085 88 1 8 1 0 165 111.035761795778
39085 88 1 9 0 24 7882 111.035761795778
39085 88 1 9 1 0 139 111.035761795778
39085 88 1 10 0 6 4013 111.035761795778
39085 88 1 10 1 0 72 111.035761795778
39055 88 0 7 0 1 4445 36.2719881107168
39055 88 0 7 1 0 162 36.2719881107168
39055 88 0 8 0 7 3320 36.2719881107168
39055 88 0 8 1 0 64 36.2719881107168
39055 88 0 9 0 8 2084 36.2719881107168
39055 88 0 9 1 1 33 36.2719881107168
39055 88 0 10 0 1 699 36.2719881107168
39055 88 0 10 1 0 20 36.2719881107168
39055 88 1 7 0 0 4262 36.2719881107168
39055 88 1 7 1 0 130 36.2719881107168
39055 88 1 8 0 3 3071 36.2719881107168
39055 88 1 8 1 0 76 36.2719881107168
39055 88 1 9 0 4 2397 36.2719881107168
39055 88 1 9 1 0 50 36.2719881107168
39055 88 1 10 0 3 1147 36.2719881107168
39055 88 1 10 1 0 25 36.2719881107168
39073 88 0 7 0 0 1378 14.9160851958418
39073 88 0 7 1 0 4 14.9160851958418
39073 88 0 8 0 3 1170 14.9160851958418
39073 88 0 8 1 0 3 14.9160851958418
39073 88 0 9 0 5 883 14.9160851958418
39073 88 0 9 1 0 12 14.9160851958418
39073 88 0 10 0 1 434 14.9160851958418
39073 88 0 10 1 0 2 14.9160851958418
39073 88 1 7 0 0 1246 14.9160851958418
39073 88 1 7 1 0 10 14.9160851958418
39073 88 1 8 0 1 1314 14.9160851958418
39073 88 1 8 1 0 8 14.9160851958418
39073 88 1 9 0 1 1016 14.9160851958418
39073 88 1 9 1 0 8 14.9160851958418
39073 88 1 10 0 0 601 14.9160851958418
39073 88 1 10 1 0 1 14.9160851958418
39115 88 0 7 0 0 653 9.01477682138724
39115 88 0 7 1 0 16 9.01477682138724
39115 88 0 8 0 1 587 9.01477682138724
39115 88 0 8 1 0 9 9.01477682138724
39115 88 0 9 0 4 580 9.01477682138724
39115 88 0 9 1 1 10 9.01477682138724
39115 88 0 10 0 0 299 9.01477682138724
39115 88 0 10 1 0 4 9.01477682138724
39115 88 1 7 0 0 614 9.01477682138724
39115 88 1 7 1 0 11 9.01477682138724
39115 88 1 8 0 1 721 9.01477682138724
39115 88 1 8 1 0 11 9.01477682138724
39115 88 1 9 0 2 607 9.01477682138724
39115 88 1 9 1 0 8 9.01477682138724
39115 88 1 10 0 1 377 9.01477682138724
39115 88 1 10 1 1 3 9.01477682138724
39133 88 0 7 0 4 6169 58.7640507057366
39133 88 0 7 1 0 185 58.7640507057366
39133 88 0 8 0 11 4704 58.7640507057366
39133 88 0 8 1 0 195 58.7640507057366
39133 88 0 9 0 14 3464 58.7640507057366
39133 88 0 9 1 1 81 58.7640507057366
39133 88 0 10 0 7 1394 58.7640507057366
39133 88 0 10 1 0 19 58.7640507057366
39133 88 1 7 0 1 6610 58.7640507057366
39133 88 1 7 1 0 164 58.7640507057366
39133 88 1 8 0 5 4427 58.7640507057366
39133 88 1 8 1 0 192 58.7640507057366
39133 88 1 9 0 6 4041 58.7640507057366
39133 88 1 9 1 0 103 58.7640507057366
39133 88 1 10 0 1 2119 58.7640507057366
39133 88 1 10 1 0 47 58.7640507057366
39013 88 0 7 0 2 3659 52.4373940442046
39013 88 0 7 1 0 93 52.4373940442046
39013 88 0 8 0 10 3734 52.4373940442046
39013 88 0 8 1 0 85 52.4373940442046
39013 88 0 9 0 17 3218 52.4373940442046
39013 88 0 9 1 0 58 52.4373940442046
39013 88 0 10 0 10 1377 52.4373940442046
39013 88 0 10 1 0 36 52.4373940442046
39013 88 1 7 0 0 3794 52.4373940442046
39013 88 1 7 1 0 107 52.4373940442046
39013 88 1 8 0 10 4235 52.4373940442046
39013 88 1 8 1 0 114 52.4373940442046
39013 88 1 9 0 14 4273 52.4373940442046
39013 88 1 9 1 0 103 52.4373940442046
39013 88 1 10 0 4 2258 52.4373940442046
39013 88 1 10 1 0 59 52.4373940442046
39125 88 0 7 0 1 964 10.4540187756399
39125 88 0 7 1 0 16 10.4540187756399
39125 88 0 8 0 2 775 10.4540187756399
39125 88 0 8 1 0 10 10.4540187756399
39125 88 0 9 0 1 632 10.4540187756399
39125 88 0 9 1 0 10 10.4540187756399
39125 88 0 10 0 1 311 10.4540187756399
39125 88 0 10 1 0 2 10.4540187756399
39125 88 1 7 0 1 984 10.4540187756399
39125 88 1 7 1 0 14 10.4540187756399
39125 88 1 8 0 1 768 10.4540187756399
39125 88 1 8 1 0 17 10.4540187756399
39125 88 1 9 0 1 743 10.4540187756399
39125 88 1 9 1 0 7 10.4540187756399
39125 88 1 10 0 0 414 10.4540187756399
39125 88 1 10 1 0 6 10.4540187756399
39091 88 0 7 0 2 1709 26.1334327270453
39091 88 0 7 1 0 40 26.1334327270453
39091 88 0 8 0 3 2120 26.1334327270453
39091 88 0 8 1 0 29 26.1334327270453
39091 88 0 9 0 9 1553 26.1334327270453
39091 88 0 9 1 0 25 26.1334327270453
39091 88 0 10 0 4 713 26.1334327270453
39091 88 0 10 1 0 12 26.1334327270453
39091 88 1 7 0 0 2006 26.1334327270453
39091 88 1 7 1 0 39 26.1334327270453
39091 88 1 8 0 3 2175 26.1334327270453
39091 88 1 8 1 0 34 26.1334327270453
39091 88 1 9 0 2 1889 26.1334327270453
39091 88 1 9 1 0 27 26.1334327270453
39091 88 1 10 0 1 1183 26.1334327270453
39091 88 1 10 1 0 21 26.1334327270453
39169 88 0 7 0 4 4945 49.0582463312589
39169 88 0 7 1 0 58 49.0582463312589
39169 88 0 8 0 3 3694 49.0582463312589
39169 88 0 8 1 0 59 49.0582463312589
39169 88 0 9 0 10 2833 49.0582463312589
39169 88 0 9 1 0 21 49.0582463312589
39169 88 0 10 0 3 1330 49.0582463312589
39169 88 0 10 1 0 9 49.0582463312589
39169 88 1 7 0 1 4987 49.0582463312589
39169 88 1 7 1 0 67 49.0582463312589
39169 88 1 8 0 6 4093 49.0582463312589
39169 88 1 8 1 0 50 49.0582463312589
39169 88 1 9 0 4 3457 49.0582463312589
39169 88 1 9 1 0 39 49.0582463312589
39169 88 1 10 0 0 2261 49.0582463312589
39169 88 1 10 1 0 21 49.0582463312589
39151 88 0 7 0 5 16350 218.642971120352
39151 88 0 7 1 3 1082 218.642971120352
39151 88 0 8 0 34 16277 218.642971120352
39151 88 0 8 1 5 1025 218.642971120352
39151 88 0 9 0 55 12274 218.642971120352
39151 88 0 9 1 10 694 218.642971120352
39151 88 0 10 0 32 5075 218.642971120352
39151 88 0 10 1 5 256 218.642971120352
39151 88 1 7 0 5 18489 218.642971120352
39151 88 1 7 1 2 1336 218.642971120352
39151 88 1 8 0 23 18340 218.642971120352
39151 88 1 8 1 1 1246 218.642971120352
39151 88 1 9 0 23 15441 218.642971120352
39151 88 1 9 1 0 910 218.642971120352
39151 88 1 10 0 11 9117 218.642971120352
39151 88 1 10 1 0 472 218.642971120352
39153 88 0 7 0 14 22944 303.80553096811
39153 88 0 7 1 4 2587 303.80553096811
39153 88 0 8 0 53 22243 303.80553096811
39153 88 0 8 1 6 2275 303.80553096811
39153 88 0 9 0 53 15551 303.80553096811
39153 88 0 9 1 8 1592 303.80553096811
39153 88 0 10 0 61 6711 303.80553096811
39153 88 0 10 1 5 590 303.80553096811
39153 88 1 7 0 14 24525 303.80553096811
39153 88 1 7 1 0 3028 303.80553096811
39153 88 1 8 0 32 24227 303.80553096811
39153 88 1 8 1 4 2772 303.80553096811
39153 88 1 9 0 42 20370 303.80553096811
39153 88 1 9 1 2 1960 303.80553096811
39153 88 1 10 0 15 12293 303.80553096811
39153 88 1 10 1 3 917 303.80553096811
39077 88 0 7 0 0 2551 29.2640064650175
39077 88 0 7 1 0 34 29.2640064650175
39077 88 0 8 0 3 2060 29.2640064650175
39077 88 0 8 1 0 20 29.2640064650175
39077 88 0 9 0 4 1730 29.2640064650175
39077 88 0 9 1 0 12 29.2640064650175
39077 88 0 10 0 1 825 29.2640064650175
39077 88 0 10 1 1 14 29.2640064650175
39077 88 1 7 0 1 2866 29.2640064650175
39077 88 1 7 1 0 42 29.2640064650175
39077 88 1 8 0 1 2453 29.2640064650175
39077 88 1 8 1 0 26 29.2640064650175
39077 88 1 9 0 2 2218 29.2640064650175
39077 88 1 9 1 0 16 29.2640064650175
39077 88 1 10 0 1 1340 29.2640064650175
39077 88 1 10 1 0 12 29.2640064650175
39043 88 0 7 0 3 3771 45.4659930457387
39043 88 0 7 1 0 354 45.4659930457387
39043 88 0 8 0 6 4064 45.4659930457387
39043 88 0 8 1 0 221 45.4659930457387
39043 88 0 9 0 14 2465 45.4659930457387
39043 88 0 9 1 2 138 45.4659930457387
39043 88 0 10 0 4 1007 45.4659930457387
39043 88 0 10 1 0 58 45.4659930457387
39043 88 1 7 0 2 3733 45.4659930457387
39043 88 1 7 1 0 291 45.4659930457387
39043 88 1 8 0 5 3441 45.4659930457387
39043 88 1 8 1 0 268 45.4659930457387
39043 88 1 9 0 8 2890 45.4659930457387
39043 88 1 9 1 1 185 45.4659930457387
39043 88 1 10 0 2 1675 45.4659930457387
39043 88 1 10 1 0 93 45.4659930457387
39029 88 0 7 0 2 5376 64.5352773524708
39029 88 0 7 1 0 77 64.5352773524708
39029 88 0 8 0 10 4820 64.5352773524708
39029 88 0 8 1 0 92 64.5352773524708
39029 88 0 9 0 20 3912 64.5352773524708
39029 88 0 9 1 0 54 64.5352773524708
39029 88 0 10 0 10 1643 64.5352773524708
39029 88 0 10 1 0 17 64.5352773524708
39029 88 1 7 0 1 5591 64.5352773524708
39029 88 1 7 1 0 106 64.5352773524708
39029 88 1 8 0 4 5584 64.5352773524708
39029 88 1 8 1 0 108 64.5352773524708
39029 88 1 9 0 9 4915 64.5352773524708
39029 88 1 9 1 0 77 64.5352773524708
39029 88 1 10 0 1 2736 64.5352773524708
39029 88 1 10 1 0 44 64.5352773524708
39099 88 0 7 0 3 10973 189.590494143472
39099 88 0 7 1 2 1925 189.590494143472
39099 88 0 8 0 29 13262 189.590494143472
39099 88 0 8 1 9 1981 189.590494143472
39099 88 0 9 0 36 10113 189.590494143472
39099 88 0 9 1 7 1165 189.590494143472
39099 88 0 10 0 26 3819 189.590494143472
39099 88 0 10 1 5 524 189.590494143472
39099 88 1 7 0 1 12653 189.590494143472
39099 88 1 7 1 1 2467 189.590494143472
39099 88 1 8 0 15 14946 189.590494143472
39099 88 1 8 1 2 2201 189.590494143472
39099 88 1 9 0 17 12789 189.590494143472
39099 88 1 9 1 4 1493 189.590494143472
39099 88 1 10 0 16 6568 189.590494143472
39099 88 1 10 1 3 747 189.590494143472
39045 88 0 7 0 5 5291 50.607787907297
39045 88 0 7 1 0 24 50.607787907297
39045 88 0 8 0 8 3965 50.607787907297
39045 88 0 8 1 1 16 50.607787907297
39045 88 0 9 0 11 2914 50.607787907297
39045 88 0 9 1 0 12 50.607787907297
39045 88 0 10 0 6 1364 50.607787907297
39045 88 0 10 1 0 4 50.607787907297
39045 88 1 7 0 0 5255 50.607787907297
39045 88 1 7 1 0 34 50.607787907297
39045 88 1 8 0 3 3985 50.607787907297
39045 88 1 8 1 0 28 50.607787907297
39045 88 1 9 0 5 3713 50.607787907297
39045 88 1 9 1 0 13 50.607787907297
39045 88 1 10 0 4 2314 50.607787907297
39045 88 1 10 1 0 8 50.607787907297
39117 88 0 7 0 1 1266 13.9236704583501
39117 88 0 7 1 0 1 13.9236704583501
39117 88 0 8 0 4 1065 13.9236704583501
39117 88 0 8 1 0 0 13.9236704583501
39117 88 0 9 0 2 910 13.9236704583501
39117 88 0 9 1 0 1 13.9236704583501
39117 88 0 10 0 1 390 13.9236704583501
39117 88 0 10 1 0 0 13.9236704583501
39117 88 1 7 0 0 1381 13.9236704583501
39117 88 1 7 1 0 4 13.9236704583501
39117 88 1 8 0 1 1051 13.9236704583501
39117 88 1 8 1 0 5 13.9236704583501
39117 88 1 9 0 1 984 13.9236704583501
39117 88 1 9 1 0 2 13.9236704583501
39117 88 1 10 0 0 511 13.9236704583501
39117 88 1 10 1 0 0 13.9236704583501
39135 88 0 7 0 2 2155 22.0490730860987
39135 88 0 7 1 0 8 22.0490730860987
39135 88 0 8 0 4 1552 22.0490730860987
39135 88 0 8 1 0 22 22.0490730860987
39135 88 0 9 0 6 1362 22.0490730860987
39135 88 0 9 1 0 5 22.0490730860987
39135 88 0 10 0 1 640 22.0490730860987
39135 88 0 10 1 0 4 22.0490730860987
39135 88 1 7 0 1 2045 22.0490730860987
39135 88 1 7 1 0 18 22.0490730860987
39135 88 1 8 0 1 1802 22.0490730860987
39135 88 1 8 1 0 17 22.0490730860987
39135 88 1 9 0 2 1609 22.0490730860987
39135 88 1 9 1 0 8 22.0490730860987
39135 88 1 10 0 0 874 22.0490730860987
39135 88 1 10 1 0 3 22.0490730860987
39123 88 0 7 0 0 2217 26.4089073473897
39123 88 0 7 1 0 14 26.4089073473897
39123 88 0 8 0 2 2230 26.4089073473897
39123 88 0 8 1 0 18 26.4089073473897
39123 88 0 9 0 7 1652 26.4089073473897
39123 88 0 9 1 0 14 26.4089073473897
39123 88 0 10 0 4 627 26.4089073473897
39123 88 0 10 1 0 13 26.4089073473897
39123 88 1 7 0 0 2297 26.4089073473897
39123 88 1 7 1 0 20 26.4089073473897
39123 88 1 8 0 2 2382 26.4089073473897
39123 88 1 8 1 0 14 26.4089073473897
39123 88 1 9 0 3 1858 26.4089073473897
39123 88 1 9 1 1 16 26.4089073473897
39123 88 1 10 0 4 960 26.4089073473897
39123 88 1 10 1 0 8 26.4089073473897
39131 88 0 7 0 1 1201 13.9867748189397
39131 88 0 7 1 0 12 13.9867748189397
39131 88 0 8 0 3 1061 13.9867748189397
39131 88 0 8 1 1 15 13.9867748189397
39131 88 0 9 0 11 811 13.9867748189397
39131 88 0 9 1 0 6 13.9867748189397
39131 88 0 10 0 3 456 13.9867748189397
39131 88 0 10 1 0 6 13.9867748189397
39131 88 1 7 0 0 1175 13.9867748189397
39131 88 1 7 1 0 15 13.9867748189397
39131 88 1 8 0 1 976 13.9867748189397
39131 88 1 8 1 0 16 13.9867748189397
39131 88 1 9 0 1 995 13.9867748189397
39131 88 1 9 1 0 13 13.9867748189397
39131 88 1 10 0 0 596 13.9867748189397
39131 88 1 10 1 0 9 13.9867748189397
39147 88 0 7 0 3 2860 33.9443040768346
39147 88 0 7 1 0 65 33.9443040768346
39147 88 0 8 0 11 2767 33.9443040768346
39147 88 0 8 1 0 49 33.9443040768346
39147 88 0 9 0 10 1952 33.9443040768346
39147 88 0 9 1 0 23 33.9443040768346
39147 88 0 10 0 6 903 33.9443040768346
39147 88 0 10 1 0 6 33.9443040768346
39147 88 1 7 0 1 3175 33.9443040768346
39147 88 1 7 1 0 62 33.9443040768346
39147 88 1 8 0 4 2632 33.9443040768346
39147 88 1 8 1 0 49 33.9443040768346
39147 88 1 9 0 5 2449 33.9443040768346
39147 88 1 9 1 0 25 33.9443040768346
39147 88 1 10 0 0 1606 33.9443040768346
39147 88 1 10 1 0 14 33.9443040768346
39033 88 0 7 0 3 2362 28.5481364466407
39033 88 0 7 1 0 9 28.5481364466407
39033 88 0 8 0 5 2193 28.5481364466407
39033 88 0 8 1 1 8 28.5481364466407
39033 88 0 9 0 7 1685 28.5481364466407
39033 88 0 9 1 0 5 28.5481364466407
39033 88 0 10 0 2 757 28.5481364466407
39033 88 0 10 1 0 3 28.5481364466407
39033 88 1 7 0 0 2621 28.5481364466407
39033 88 1 7 1 0 23 28.5481364466407
39033 88 1 8 0 1 2562 28.5481364466407
39033 88 1 8 1 0 20 28.5481364466407
39033 88 1 9 0 4 2162 28.5481364466407
39033 88 1 9 1 0 10 28.5481364466407
39033 88 1 10 0 3 1334 28.5481364466407
39033 88 1 10 1 0 6 28.5481364466407
39141 88 0 7 0 4 3682 40.2347204094593
39141 88 0 7 1 0 544 40.2347204094593
39141 88 0 8 0 7 3479 40.2347204094593
39141 88 0 8 1 0 334 40.2347204094593
39141 88 0 9 0 10 2120 40.2347204094593
39141 88 0 9 1 0 120 40.2347204094593
39141 88 0 10 0 4 955 40.2347204094593
39141 88 0 10 1 0 47 40.2347204094593
39141 88 1 7 0 0 3211 40.2347204094593
39141 88 1 7 1 0 178 40.2347204094593
39141 88 1 8 0 4 2968 40.2347204094593
39141 88 1 8 1 0 126 40.2347204094593
39141 88 1 9 0 7 2477 40.2347204094593
39141 88 1 9 1 0 102 40.2347204094593
39141 88 1 10 0 3 1432 40.2347204094593
39141 88 1 10 1 0 54 40.2347204094593
39157 88 0 7 0 2 4094 51.7864997608315
39157 88 0 7 1 0 47 51.7864997608315
39157 88 0 8 0 6 3980 51.7864997608315
39157 88 0 8 1 1 34 51.7864997608315
39157 88 0 9 0 17 2984 51.7864997608315
39157 88 0 9 1 0 34 51.7864997608315
39157 88 0 10 0 4 1482 51.7864997608315
39157 88 0 10 1 0 15 51.7864997608315
39157 88 1 7 0 1 4420 51.7864997608315
39157 88 1 7 1 1 45 51.7864997608315
39157 88 1 8 0 6 4538 51.7864997608315
39157 88 1 8 1 0 42 51.7864997608315
39157 88 1 9 0 9 3813 51.7864997608315
39157 88 1 9 1 0 38 51.7864997608315
39157 88 1 10 0 1 2347 51.7864997608315
39157 88 1 10 1 0 22 51.7864997608315
39041 88 0 7 0 1 3203 26.9133169021863
39041 88 0 7 1 0 89 26.9133169021863
39041 88 0 8 0 5 1981 26.9133169021863
39041 88 0 8 1 1 58 26.9133169021863
39041 88 0 9 0 3 1494 26.9133169021863
39041 88 0 9 1 0 47 26.9133169021863
39041 88 0 10 0 2 659 26.9133169021863
39041 88 0 10 1 0 18 26.9133169021863
39041 88 1 7 0 1 2943 26.9133169021863
39041 88 1 7 1 0 121 26.9133169021863
39041 88 1 8 0 2 2207 26.9133169021863
39041 88 1 8 1 0 63 26.9133169021863
39041 88 1 9 0 4 1841 26.9133169021863
39041 88 1 9 1 0 57 26.9133169021863
39041 88 1 10 0 1 1162 26.9133169021863
39041 88 1 10 1 0 18 26.9133169021863
39009 88 0 7 0 2 2213 25.7109433798694
39009 88 0 7 1 0 191 25.7109433798694
39009 88 0 8 0 4 1920 25.7109433798694
39009 88 0 8 1 0 14 25.7109433798694
39009 88 0 9 0 7 1502 25.7109433798694
39009 88 0 9 1 0 46 25.7109433798694
39009 88 0 10 0 4 673 25.7109433798694
39009 88 0 10 1 0 15 25.7109433798694
39009 88 1 7 0 1 2311 25.7109433798694
39009 88 1 7 1 0 71 25.7109433798694
39009 88 1 8 0 1 2051 25.7109433798694
39009 88 1 8 1 0 52 25.7109433798694
39009 88 1 9 0 2 1862 25.7109433798694
39009 88 1 9 1 0 38 25.7109433798694
39009 88 1 10 0 0 1132 25.7109433798694
39009 88 1 10 1 0 29 25.7109433798694
39089 88 0 7 0 7 6324 63.9874805541996
39089 88 0 7 1 0 111 63.9874805541996
39089 88 0 8 0 16 4909 63.9874805541996
39089 88 0 8 1 1 99 63.9874805541996
39089 88 0 9 0 23 3635 63.9874805541996
39089 88 0 9 1 0 46 63.9874805541996
39089 88 0 10 0 11 1663 63.9874805541996
39089 88 0 10 1 0 21 63.9874805541996
39089 88 1 7 0 1 6053 63.9874805541996
39089 88 1 7 1 0 134 63.9874805541996
39089 88 1 8 0 5 5567 63.9874805541996
39089 88 1 8 1 0 99 63.9874805541996
39089 88 1 9 0 12 4637 63.9874805541996
39089 88 1 9 1 0 75 63.9874805541996
39089 88 1 10 0 3 2796 63.9874805541996
39089 88 1 10 1 0 50 63.9874805541996
39057 88 0 7 0 4 7022 59.0035669254572
39057 88 0 7 1 0 487 59.0035669254572
39057 88 0 8 0 12 4981 59.0035669254572
39057 88 0 8 1 1 361 59.0035669254572
39057 88 0 9 0 12 3005 59.0035669254572
39057 88 0 9 1 3 250 59.0035669254572
39057 88 0 10 0 4 1122 59.0035669254572
39057 88 0 10 1 0 98 59.0035669254572
39057 88 1 7 0 1 7033 59.0035669254572
39057 88 1 7 1 0 551 59.0035669254572
39057 88 1 8 0 3 4592 59.0035669254572
39057 88 1 8 1 0 419 59.0035669254572
39057 88 1 9 0 8 3455 59.0035669254572
39057 88 1 9 1 1 289 59.0035669254572
39057 88 1 10 0 1 1922 59.0035669254572
39057 88 1 10 1 0 158 59.0035669254572
39167 88 0 7 0 4 3241 35.7508074400044
39167 88 0 7 1 0 54 35.7508074400044
39167 88 0 8 0 7 2902 35.7508074400044
39167 88 0 8 1 1 33 35.7508074400044
39167 88 0 9 0 9 2015 35.7508074400044
39167 88 0 9 1 0 21 35.7508074400044
39167 88 0 10 0 9 983 35.7508074400044
39167 88 0 10 1 0 17 35.7508074400044
39167 88 1 7 0 1 3408 35.7508074400044
39167 88 1 7 1 1 57 35.7508074400044
39167 88 1 8 0 4 2926 35.7508074400044
39167 88 1 8 1 0 32 35.7508074400044
39167 88 1 9 0 3 2507 35.7508074400044
39167 88 1 9 1 0 30 35.7508074400044
39167 88 1 10 0 0 1611 35.7508074400044
39167 88 1 10 1 0 17 35.7508074400044
39173 88 0 7 0 3 4648 48.1549342081627
39173 88 0 7 1 0 89 48.1549342081627
39173 88 0 8 0 6 3820 48.1549342081627
39173 88 0 8 1 0 26 48.1549342081627
39173 88 0 9 0 10 2750 48.1549342081627
39173 88 0 9 1 0 16 48.1549342081627
39173 88 0 10 0 1 1297 48.1549342081627
39173 88 0 10 1 0 5 48.1549342081627
39173 88 1 7 0 0 4786 48.1549342081627
39173 88 1 7 1 0 76 48.1549342081627
39173 88 1 8 0 4 3929 48.1549342081627
39173 88 1 8 1 0 52 48.1549342081627
39173 88 1 9 0 3 3550 48.1549342081627
39173 88 1 9 1 0 29 48.1549342081627
39173 88 1 10 0 3 2137 48.1549342081627
39173 88 1 10 1 0 13 48.1549342081627
39059 88 0 7 0 3 1815 23.908348485973
39059 88 0 7 1 0 47 23.908348485973
39059 88 0 8 0 1 1720 23.908348485973
39059 88 0 8 1 0 40 23.908348485973
39059 88 0 9 0 7 1415 23.908348485973
39059 88 0 9 1 0 31 23.908348485973
39059 88 0 10 0 6 657 23.908348485973
39059 88 0 10 1 0 6 23.908348485973
39059 88 1 7 0 2 1879 23.908348485973
39059 88 1 7 1 0 56 23.908348485973
39059 88 1 8 0 1 2005 23.908348485973
39059 88 1 8 1 1 35 23.908348485973
39059 88 1 9 0 3 1826 23.908348485973
39059 88 1 9 1 0 36 23.908348485973
39059 88 1 10 0 0 1118 23.908348485973
39059 88 1 10 1 0 17 23.908348485973
39119 88 0 7 0 1 3857 46.8912245269686
39119 88 0 7 1 0 131 46.8912245269686
39119 88 0 8 0 15 3239 46.8912245269686
39119 88 0 8 1 2 147 46.8912245269686
39119 88 0 9 0 8 2593 46.8912245269686
39119 88 0 9 1 0 98 46.8912245269686
39119 88 0 10 0 4 1270 46.8912245269686
39119 88 0 10 1 1 42 46.8912245269686
39119 88 1 7 0 4 4124 46.8912245269686
39119 88 1 7 1 0 215 46.8912245269686
39119 88 1 8 0 6 3748 46.8912245269686
39119 88 1 8 1 2 146 46.8912245269686
39119 88 1 9 0 12 3520 46.8912245269686
39119 88 1 9 1 1 144 46.8912245269686
39119 88 1 10 0 3 2254 46.8912245269686
39119 88 1 10 1 0 67 46.8912245269686
39095 88 0 7 0 12 17676 262.572434045609
39095 88 0 7 1 3 2736 262.572434045609
39095 88 0 8 0 36 18092 262.572434045609
39095 88 0 8 1 17 2502 262.572434045609
39095 88 0 9 0 66 12837 262.572434045609
39095 88 0 9 1 12 1568 262.572434045609
39095 88 0 10 0 25 5885 262.572434045609
39095 88 0 10 1 6 704 262.572434045609
39095 88 1 7 0 4 18520 262.572434045609
39095 88 1 7 1 0 3620 262.572434045609
39095 88 1 8 0 22 19977 262.572434045609
39095 88 1 8 1 2 2813 262.572434045609
39095 88 1 9 0 43 17377 262.572434045609
39095 88 1 9 1 3 2086 262.572434045609
39095 88 1 10 0 30 11260 262.572434045609
39095 88 1 10 1 2 1135 262.572434045609
39101 88 0 7 0 1 3182 33.8340715399702
39101 88 0 7 1 0 65 33.8340715399702
39101 88 0 8 0 23 2625 33.8340715399702
39101 88 0 8 1 0 49 33.8340715399702
39101 88 0 9 0 16 1910 33.8340715399702
39101 88 0 9 1 1 25 33.8340715399702
39101 88 0 10 0 1 914 33.8340715399702
39101 88 0 10 1 0 9 33.8340715399702
39101 88 1 7 0 0 3513 33.8340715399702
39101 88 1 7 1 0 66 33.8340715399702
39101 88 1 8 0 4 2790 33.8340715399702
39101 88 1 8 1 0 49 33.8340715399702
39101 88 1 9 0 4 2438 33.8340715399702
39101 88 1 9 1 0 28 33.8340715399702
39101 88 1 10 0 2 1504 33.8340715399702
39101 88 1 10 1 0 17 33.8340715399702
39071 88 0 7 0 1 1783 23.1232551697127
39071 88 0 7 1 0 37 23.1232551697127
39071 88 0 8 0 4 1696 23.1232551697127
39071 88 0 8 1 0 32 23.1232551697127
39071 88 0 9 0 9 1430 23.1232551697127
39071 88 0 9 1 0 20 23.1232551697127
39071 88 0 10 0 1 663 23.1232551697127
39071 88 0 10 1 1 12 23.1232551697127
39071 88 1 7 0 2 1831 23.1232551697127
39071 88 1 7 1 0 37 23.1232551697127
39071 88 1 8 0 2 1763 23.1232551697127
39071 88 1 8 1 0 29 23.1232551697127
39071 88 1 9 0 2 1680 23.1232551697127
39071 88 1 9 1 0 35 23.1232551697127
39071 88 1 10 0 0 996 23.1232551697127
39071 88 1 10 1 0 16 23.1232551697127
39127 88 0 7 0 1 1376 16.3808734375746
39127 88 0 7 1 0 2 16.3808734375746
39127 88 0 8 0 5 1185 16.3808734375746
39127 88 0 8 1 0 6 16.3808734375746
39127 88 0 9 0 3 1008 16.3808734375746
39127 88 0 9 1 0 3 16.3808734375746
39127 88 0 10 0 2 462 16.3808734375746
39127 88 0 10 1 0 1 16.3808734375746
39127 88 1 7 0 0 1558 16.3808734375746
39127 88 1 7 1 0 4 16.3808734375746
39127 88 1 8 0 0 1199 16.3808734375746
39127 88 1 8 1 0 4 16.3808734375746
39127 88 1 9 0 3 1301 16.3808734375746
39127 88 1 9 1 0 4 16.3808734375746
39127 88 1 10 0 0 768 16.3808734375746
39127 88 1 10 1 0 3 16.3808734375746
39121 88 0 7 0 0 511 7.05604611248673
39121 88 0 7 1 0 2 7.05604611248673
39121 88 0 8 0 2 473 7.05604611248673
39121 88 0 8 1 0 1 7.05604611248673
39121 88 0 9 0 1 440 7.05604611248673
39121 88 0 9 1 0 2 7.05604611248673
39121 88 0 10 0 0 229 7.05604611248673
39121 88 0 10 1 0 0 7.05604611248673
39121 88 1 7 0 0 489 7.05604611248673
39121 88 1 7 1 0 1 7.05604611248673
39121 88 1 8 0 0 602 7.05604611248673
39121 88 1 8 1 0 2 7.05604611248673
39121 88 1 9 0 0 495 7.05604611248673
39121 88 1 9 1 0 2 7.05604611248673
39121 88 1 10 0 1 358 7.05604611248673
39121 88 1 10 1 0 1 7.05604611248673
39065 88 0 7 0 1 1536 17.340623401235
39065 88 0 7 1 0 12 17.340623401235
39065 88 0 8 0 8 1196 17.340623401235
39065 88 0 8 1 0 6 17.340623401235
39065 88 0 9 0 4 1028 17.340623401235
39065 88 0 9 1 0 5 17.340623401235
39065 88 0 10 0 2 517 17.340623401235
39065 88 0 10 1 0 3 17.340623401235
39065 88 1 7 0 1 1576 17.340623401235
39065 88 1 7 1 0 13 17.340623401235
39065 88 1 8 0 1 1379 17.340623401235
39065 88 1 8 1 0 8 17.340623401235
39065 88 1 9 0 1 1284 17.340623401235
39065 88 1 9 1 0 9 17.340623401235
39065 88 1 10 0 2 892 17.340623401235
39065 88 1 10 1 0 8 17.340623401235
39035 88 0 7 0 26 52775 991.173894894725
39035 88 0 7 1 20 16818 991.173894894725
39035 88 0 8 0 116 57868 991.173894894725
